acousticness,danceability,energy,log_instrumentalness,log_liveness,log_speechiness,valence
0.298,0.648,0.651,-3.641957701004532,-1.378322223224619,-2.307587584616837,0.232
0.482,0.746,0.339,-11.134489029249984,-2.479310338391075,-1.9379350349858049,0.291
0.704,0.589,0.652,-7.50377574881136,-2.079433541711836,-0.986174178376768,0.486
0.0292,0.748,0.457,-8.128535201624453,-0.8119284643001964,-3.0682814612437195,0.464
0.0274,0.718,0.434,-1.845153916861275,-2.4349628655798337,-2.869963431719652,0.78
0.617,0.551,0.301,-11.330603908176274,-1.995093040331941,-2.1982160687013748,0.488
0.22,0.513,0.395,-7.060906458476312,-1.951921179152152,-3.3902277684735687,0.389
0.633,0.569,0.414,-13.815510557964274,-2.390313090331075,-2.579643793808696,0.35
0.586,0.649,0.493,-8.691546578561015,-2.707535333669197,-2.207265822321952,0.277
0.127,0.776,0.83,-13.815510557964274,-1.8325752137678413,-2.7196016630819786,0.662
0.54,0.514,0.406,-7.167822184400944,-2.3507149751976004,-2.458058313659687,0.46
0.386,0.617,0.5,-5.25698350305506,-2.23491709876951,-3.3813653430337878,0.516
0.0766,0.804,0.425,-13.815510557964274,-2.3392387039754574,-1.8773108216633485,0.494
0.239,0.724,0.492,-6.443392529626487,-2.4429857392971392,-3.4172962762519044,0.184
0.0509,0.703,0.742,-7.35874090239211,-0.4700020292470155,-3.0922211477456947,0.812
0.462,0.759,0.404,-6.577732366040832,-2.4757368214675064,-3.015914572916489,0.581
0.164,0.772,0.474,-11.796615516152473,-0.9834968077743884,-3.066133278853315,0.81
0.468,0.59,0.465,-13.815510557964274,-2.1982160687013748,-2.882385731263568,0.313
0.183,0.652,0.678,-10.300984490995116,-2.244306750952305,-2.916902609012179,0.28
0.266,0.776,0.634,-13.815510557964274,-2.0714654355542166,-2.310607184096958,0.662
0.31,0.355,0.298,-5.929053286986585,-1.687394048513016,-2.8455724035684327,0.0714
0.217,0.559,0.418,-13.815510557964274,-1.9038022616498036,-0.6851770267857527,0.107
0.0203,0.351,0.644,-13.815510557964274,-2.375145033198519,-1.687394048513016,0.184
0.217,0.671,0.303,-8.431015495175185,-2.2163982224831504,-2.7196016630819786,0.306
0.853,0.703,0.237,-0.4732071550595355,-2.381617477882239,-2.9058732881856577,0.179
0.524,0.445,0.468,-7.070274208479912,-2.189247479155473,-2.6563927230375857,0.444
0.135,0.62,0.681,-13.815510557964274,-2.1803586107514312,-1.1711797557016963,0.644
0.376,0.702,0.525,-2.707535333669197,-2.1286233825445717,-3.464105233064595,0.515
0.165,0.708,0.461,-7.047017346315645,-2.447599304417486,-3.547345170220817,0.592
0.552,0.487,0.458,-3.6612253773321206,-2.1455727972123597,-3.2941113555541075,0.207
0.00118,0.795,0.705,-5.023568569508155,-1.995093040331941,-2.6380438433659927,0.482
0.0366,0.777,0.755,-6.636965074200575,-2.2256147926415246,-2.1982160687013748,0.411
0.801,0.487,0.322,-13.815510557964274,-2.207265822321952,-3.4234123162333128,0.404
0.851,0.632,0.274,-13.815510557964274,-2.2256147926415246,-3.438868096683425,0.146
0.411,0.738,0.288,-13.815510557964274,-2.23491709876951,-3.405175283031379,0.311
0.748,0.688,0.425,-5.206467712918157,-2.292624861199793,-3.611881376626625,0.179
0.025,0.826,0.47,-5.692545842730214,-2.3025750930440454,-3.372580770716277,0.541
0.578,0.559,0.531,-12.228318254477491,-1.102617298021992,-2.358087232155651,0.39
0.0683,0.658,0.623,-13.815510557964274,-1.136311040592176,-3.2238632413792474,0.207
0.73,0.655,0.351,-8.639360825390446,-1.2344285753904325,-1.8773108216633485,0.316
0.504,0.832,0.64,-13.815510557964274,-2.44068691413333,-2.5010238366702926,0.846
0.579,0.498,0.449,-13.815510557964274,-1.6554766153471183,-3.270142803812532,0.256
0.79,0.693,0.278,-13.815510557964274,-1.0051192133440665,-2.17154805869629,0.862
0.232,0.69,0.406,-12.75772026381642,-1.93101464003362,-2.244306750952305,0.507
0.562,0.673,0.635,-7.457668291456175,-2.273016582061767,-3.040708719201465,0.419
0.013,0.584,0.407,-10.53084699255807,-1.4439192366773688,-3.713131163916228,0.35
0.738,0.651,0.291,-13.815510557964274,-2.16281445500452,-3.4234123162333128,0.302
0.887,0.559,0.157,-13.815510557964274,-2.23491709876951,-3.1844502438532136,0.348
0.255,0.785,0.27,-6.629366253441949,-2.3507149751976004,-2.4168630286966817,0.12
0.439,0.834,0.586,-2.488902623065347,-2.282772661824356,-3.6230542610937655,0.878
0.0821,0.6,0.446,-13.815510557964274,-2.23491709876951,-0.5025251680600996,0.555
0.0914,0.656,0.514,-13.815510557964274,-2.847295027205038,-2.7000671506113725,0.818
0.0957,0.803,0.569,-13.815510557964274,-2.32686753971394,-2.6521283848673485,0.26
0.638,0.506,0.601,-13.815510557964274,-2.047935122712526,-2.327892644620676,0.648
0.432,0.759,0.374,-9.12416267573513,-2.639443404132435,-2.23491709876951,0.562
0.268,0.671,0.374,-3.9685404482633175,-1.1270086767748175,-2.079433541711836,0.519
0.0558,0.82,0.509,-4.0173279670735695,-1.0244301049824176,-3.1724455859903933,0.762
0.388,0.724,0.269,-13.815510557964274,-2.5157659372940486,-3.0878256328776903,0.866
0.184,0.739,0.668,-13.815510557964274,-2.4429857392971392,-1.402419678017386,0.742
0.812,0.505,0.198,-11.100815814143395,-1.9732741516327192,-3.5065245645421914,0.158
0.808,0.389,0.533,-13.815510557964274,-1.4229541961224974,-1.3902983664612367,0.257
0.358,0.565,0.508,-11.876768898387573,-2.1803586107514312,-2.23491709876951,0.372
0.208,0.864,0.682,-11.979734203319444,-2.3025750930440454,-0.9519153188470868,0.268
0.455,0.562,0.47,-13.815510557964274,-2.1803586107514312,-2.635250584472426,0.271
0.84,0.607,0.157,-9.78481602281863,-2.047935122712526,-3.378428569609454,0.15
0.334,0.57,0.43,-12.986958740398126,-2.1982160687013748,-3.2968103396761093,0.156
0.152,0.683,0.547,-13.815510557964274,-1.676641314548266,-2.769377882507128,0.102
0.00234,0.745,0.579,-13.815510557964274,-2.244306750952305,-2.981809644713634,0.624
0.638,0.738,0.549,-0.9113007028040208,-2.1982160687013748,-2.970045033818015,0.475
0.0146,0.624,0.453,-13.815510557964274,-1.783785347215641,-2.7519864147730373,0.356
0.114,0.556,0.789,-13.815510557964274,-2.9680976514573505,-3.280724633195268,0.37
0.0145,0.665,0.537,-6.302893013289763,-2.7135502989478075,-2.0249457806668865,0.836
0.277,0.649,0.878,-1.8201527709292984,-0.8580194652623946,-3.15119381218135,0.645
0.809,0.549,0.242,-9.40879131070002,-2.063560318538798,-3.270142803812532,0.286
0.708,0.395,0.409,-10.970601174144866,-2.320738880374177,-2.882385731263568,0.193
0.853,0.569,0.319,-8.791630037117997,-2.055717202593037,-3.58628676535744,0.32
0.46,0.548,0.558,-13.815510557964274,-2.5408295918434955,-1.482800856224094,0.7
0.0501,0.9,0.4,-13.815510557964274,-2.4349628655798337,-2.087465648893489,0.338
0.71,0.573,0.265,-13.815510557964274,-1.354791818099039,-3.358109156982385,0.225
0.0273,0.711,0.778,-12.796663237765028,-2.273016582061767,-2.41127336170751,0.827
0.721,0.41,0.298,-13.815510557964274,-1.845153916861275,-3.0512238420586826,0.142
0.525,0.428,0.443,-10.89234897724512,-1.5186789829660157,-2.292624861199793,0.2
0.237,0.616,0.567,-13.815510557964274,-2.23491709876951,-1.9589882964305367,0.423
0.666,0.692,0.57,-13.815510557964274,-2.23491709876951,-1.687394048513016,0.309
0.575,0.385,0.473,-10.421002164452917,-2.040213136248448,-2.95841722117318,0.0575
0.211,0.763,0.523,-13.815510557964274,-1.7259661107283046,-2.3762208689576303,0.499
0.753,0.574,0.369,-13.815510557964274,-1.9173158895054507,-2.5083677210368176,0.44
0.524,0.637,0.242,-13.815510557964274,-1.589630383189151,-2.970045033818015,0.281
0.0815,0.354,0.542,-7.763421389039857,-2.407934497602489,-2.12025520290148,0.0483
0.388,0.611,0.651,-13.815510557964274,-2.16281445500452,-1.9804943474743757,0.719
0.132,0.428,0.367,-13.815510557964274,-1.9038022616498036,-2.392498859662847,0.174
0.0988,0.852,0.549,-12.961095229808206,-2.103726037561162,-1.1488503505356995,0.666
0.0346,0.458,0.239,-13.815510557964274,-2.507139988871945,-2.815062079509267,0.31
0.449,0.771,0.436,-13.815510557964274,-2.2633547645023766,-0.9728584378634032,0.405
0.151,0.519,0.765,-13.815510557964274,-2.189247479155473,-1.1300998597890408,0.337
0.11,0.724,0.675,-8.364472104398574,-2.462742108126544,-1.910536248484092,0.544
0.223,0.438,0.54,-13.815510557964274,-1.9589882964305367,-2.95841722117318,0.389
0.0751,0.595,0.44,-13.815510557964274,-1.0498192673599025,-2.5996308683987923,0.656
0.793,0.588,0.448,-0.5673942115875099,-2.3740703536182406,-2.90953622885742,0.547
0.00103,0.665,0.712,-5.704482719770595,-2.282772661824356,-2.9431208482827813,0.669
0.593,0.449,0.244,-9.691607193500628,-2.425871997185327,-1.6245464741149,0.262
0.191,0.693,0.694,-7.006471251921295,-0.7153907445195811,-3.0944261716816115,0.554
0.242,0.585,0.603,-13.815510557964274,-2.1803586107514312,-2.4533963548892563,0.599
0.242,0.636,0.419,-12.562747589468906,-2.388132088168836,-2.9150559205222373,0.175
0.803,0.448,0.328,-9.26796948481282,-1.0584276171950502,-3.34952565888766,0.209
0.44,0.78,0.495,-6.70808508385357,-1.8018037444938613,-3.066133278853315,0.529
0.183,0.724,0.603,-7.66277786326017,-2.355975321253589,-3.4514070528551337,0.569
0.0822,0.748,0.472,-13.815510557964274,-2.946923061946915,-2.8877571788886933,0.605
0.00346,0.453,0.427,-10.839980991727804,-2.4349628655798337,-3.429565992462612,0.24
0.626,0.646,0.335,-11.176453228349017,-2.23491709876951,-1.3983628937793593,0.419
0.388,0.705,0.433,-2.009908016372504,-2.4757368214675064,-1.589630383189151,0.602
0.489,0.476,0.509,-13.815510557964274,-2.040213136248448,-2.0714654355542166,0.325
0.108,0.793,0.445,-13.815510557964274,-3.030303014604186,-3.554313596732628,0.296
0.741,0.486,0.419,-9.61231159083009,-2.343396670901887,-2.877042982004892,0.227
0.137,0.632,0.548,-13.815510557964274,-2.244306750952305,-2.4745484813198204,0.596
0.376,0.392,0.548,-8.881036624833582,-2.47692657544778,-2.292624861199793,0.162
0.0824,0.644,0.522,-13.815510557964274,-2.103726037561162,-3.600831947425456,0.477
0.136,0.582,0.491,-13.815510557964274,-1.737265602141945,-3.096636068494876,0.695
0.274,0.654,0.47,-1.3902983664612367,-2.273016582061767,-2.8370035176983563,0.462
0.0138,0.571,0.548,-0.4877587221718257,-1.7315998967067534,-0.9755074390177504,0.488
0.61,0.452,0.447,-13.815510557964274,-2.382700303295834,-0.6971531939273717,0.461
0.85,0.634,0.402,-11.695647101785523,-2.69117833488202,-3.464105233064595,0.248
0.704,0.34,0.491,-13.815510557964274,-1.7315998967067534,-3.4545665133203607,0.298
0.174,0.821,0.769,-6.858013187087323,-2.4745484813198204,-2.336131535314725,0.661
0.756,0.638,0.375,-13.815510557964274,-1.8773108216633485,-1.0642079634042536,0.328
0.663,0.65,0.292,-5.195580289096925,-2.1803586107514312,-2.825129109714235,0.152
0.12,0.809,0.743,-13.815510557964274,-2.103726037561162,-2.2163982224831504,0.83
0.0328,0.654,0.758,-7.559760516210908,-1.9173158895054507,-2.087465648893489,0.648
0.656,0.873,0.479,-11.603944863357396,-1.6607259436776065,-1.5050733926154984,0.945
0.516,0.699,0.506,-11.829007011943707,-0.783069699906519,-3.119007865720024,0.512
0.624,0.58,0.0978,-13.815510557964274,-2.189247479155473,-1.102617298021992,0.389
0.876,0.717,0.797,-7.271598712399482,-2.481699797240534,-3.3022302602634124,0.849
0.0856,0.813,0.556,-13.815510557964274,-2.4464439161363067,-1.6398919652929187,0.298
0.0362,0.572,0.426,-13.815510557964274,-0.1684174681937107,-3.4867225908192108,0.197
0.96,0.42,0.223,-13.815510557964274,-2.207265822321952,-3.338194413883422,0.126
0.354,0.529,0.314,-7.735577362868684,-2.282772661824356,-3.076920637240832,0.288
0.407,0.718,0.357,-13.815510557964274,-2.41127336170751,-3.1303842938472166,0.347
0.777,0.777,0.491,-12.716898269296165,-2.292624861199793,-3.516574563706636,0.681
0.124,0.707,0.492,-10.16225828149349,-2.273016582061767,-1.1973249503544716,0.246
