track_id,song_name,n_artists,main_artist,main_artist_id,main_artist_genres,release_date,explicit,tempo,acousticness,mode,duration_ms,danceability,speechiness,valence,energy,liveness,instrumentalness
79MSEdtXuudhGhC5AtG07g,Break from Toronto,1,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",2013-07-01,1,117.066,0.0199,1,99213,0.596,0.0335,0.259,0.678,0.418,0.004
6bxUnsSGZCmoHHU5auwtps,Beware,3,Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",2013-01-01,1,97.127,0.219,1,235187,0.7,0.187,0.0633,0.554,0.419,1.36e-06
0n4bITAu0Y0nigrz3MFJMb,Blurred Lines,3,Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",2013-01-01,0,119.993,0.00334,1,263827,0.853,0.0411,0.843,0.599,0.0759,7.93e-06
2wBCrtJS3E3TimRZ5MElTI,The Worst,1,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2013-01-01,1,94.895,0.253,0,254493,0.539,0.0601,0.123,0.414,0.143,1.3e-06
2xRYnHQdLD9ketvC01UYYT,It Won't Stop (feat. Chris Brown) - EP Version,2,Sevyn Streeter,6If57j6e3TXXk0HiLcIZca,"['alternative r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'urban contemporary']",2013-12-03,0,119.992,0.016,0,281080,0.657,0.0407,0.211,0.574,0.172,8.1e-05
4IeUAegXVbETb7FpgNDnSM,I Luv This Shit,2,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,"['pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",2013-01-01,1,123.942,0.00475,0,267920,0.643,0.277,0.405,0.592,0.222,1.54e-06
5nkUIVKqOqdpB6ApKgEMkv,Stay Ready (What A Life),2,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2013-01-01,1,82.887,0.455,0,382760,0.347,0.29,0.308,0.493,0.127,0.00366
0USZx50eApN045zIIyjePN,All The Time,3,Jeremih,3KV3p5EY4AvKxOlhGHORLg,"['chicago rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2013-01-01,1,109.823,0.545,0,264200,0.675,0.349,0.0338,0.44,0.197,6.24e-06
2ekdnv2xVIyAdG3ySoDDeY,Wus Good / Curious,1,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",2013-07-01,1,82.878,0.0727,0,212880,0.344,0.079,0.453,0.537,0.225,0.000127
0rFZaQ4crlGAzuCjWCQ2xu,Body Party,1,Ciara,2NdeV5rLm47xAvogXrYhJX,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",2013-07-05,0,133.973,0.0143,1,234040,0.577,0.0563,0.12,0.576,0.602,0.0
5Ck3e6z1bcSCes5gdo0Ddt,Bed Peace,2,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2013-01-01,1,119.859,0.269,1,256080,0.628,0.0575,0.299,0.566,0.135,3.67e-05
5yhKaacMZGRo4s6evJx9vk,Bad (feat. Rihanna) - Remix,2,Wale,67nwj3Y5sZQLl72VNUHEYE,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2013-06-25,1,114.038,0.307,0,238827,0.807,0.0748,0.447,0.702,0.111,0.0
0vvKyFjX1hzSwpNtVwnJ2H,Can't Raise a Man,1,K. Michelle,2retT7MFwHDVTeGKDdybEx,"['hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",2013-08-05,0,151.804,0.0233,1,208040,0.623,0.0639,0.182,0.677,0.0724,0.0
55nlbqqFVnSsArIeYSQlqx,You & I (Nobody in the World),1,John Legend,5y2Xq6xcjJb2jVM54GHK3t,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",2013-08-30,0,84.087,0.129,0,252653,0.456,0.0283,0.224,0.342,0.124,0.0
5idmfDT06TjCQ1SPDsa5qh,Kiss Land,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,1,121.881,0.0415,0,455333,0.324,0.109,0.4,0.852,0.061,0.0
01IyLgH29kt46qu8hdwf8G,You & I,2,Avant,0AunegKKH2ys98aLxq8G1A,"['contemporary r&b', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",2013-01-01,0,130.672,0.144,0,234400,0.55,0.0327,0.285,0.524,0.24,0.0
3fLBmhcgWkPI47LfVQ8paB,Love and War,1,Tamar Braxton,1MT1Wz4G9Z9EVOg4L5zZMS,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",2013-09-03,0,179.919,0.469,0,241920,0.27,0.039,0.242,0.58,0.343,0.0
0YfNXMKlh46m6aAhHOrmls,Doo Wop (That Thing) - Edit,1,Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,"['alternative r&b', 'conscious hip hop', 'hip pop', 'neo soul', 'new jersey rap', 'r&b', 'urban contemporary']",2013-06-24,0,99.922,0.00867,1,240667,0.795,0.0659,0.635,0.56,0.226,0.0
03mfJFcTsxfldb0DPI4ygj,Comfort Inn Ending (Freestyle),1,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2013-01-01,1,122.934,0.758,0,321827,0.501,0.0366,0.179,0.301,0.107,0.00793
7vcNp4cj4uF4AyX5aKY4Ps,You're Not Good Enough,1,Blood Orange,6LEeAFiJF8OuPx747e1wxR,"['alternative r&b', 'art pop', 'chillwave', 'escape room', 'indie soul', 'metropopolis']",2013-11-18,0,119.964,0.189,1,261360,0.74,0.146,0.571,0.798,0.305,0.00128
5BtE11fzSHM9BooIr2qNpN,Welcome to the Party,1,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",2013-07-01,1,143.133,0.0548,0,114160,0.636,0.0539,0.172,0.541,0.101,3.41e-05
12v5GBM74fB8WsHJPQRTIe,Nakamarra (feat. Q-Tip),2,Hiatus Kaiyote,43JlwunhXm1oqdKyOa2Z9Y,"['alternative r&b', 'australian r&b', 'indie jazz', 'indie soul', 'neo soul', 'shiver pop']",2013-07-12,0,91.573,0.656,1,275320,0.552,0.125,0.324,0.531,0.11,5.21e-05
64Nbnw22f8adeMuLd1nSBD,Bad (feat. Tiara Thomas),2,Wale,67nwj3Y5sZQLl72VNUHEYE,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2013-02-05,1,113.969,0.015,0,255693,0.867,0.0643,0.28,0.638,0.157,0.0
2Vlk8O848wZuu9CLWnAYSb,A Couple Of Forevers,1,Chrisette Michele,3YJMzGjAm245zwJooY7PEj,"['contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",2013-01-01,0,116.293,0.193,0,237573,0.494,0.0308,0.173,0.452,0.089,0.0
7lndZZ3IUNVPPYWI04jOaB,TBH,1,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",2013-07-01,0,124.914,0.159,0,123080,0.543,0.0477,0.154,0.681,0.298,1.49e-06
7tklytz84iS8vnUJrBRSVj,Hey Mr. D.J. - Original Mix - Edit,1,Zhané,6cjSmkVvMvyE6tCAo1M9Is,"['contemporary r&b', 'funk', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",2013-06-24,0,101.313,0.0836,1,255027,0.865,0.071,0.89,0.645,0.109,0.00117
6dET51TwAJPrKV5wmA5Vhr,Dontcha,1,The Internet,7GN9PivdemQRKjDt4z5Zv8,"['alternative r&b', 'indie soul', 'lgbtq+ hip hop', 'neo soul', 'r&b']",2013-09-20,0,115.264,0.0161,0,201640,0.861,0.0702,0.579,0.346,0.104,0.127
6rvKqjSuVP02HzGiV4G4iq,All the Way Home,1,Tamar Braxton,1MT1Wz4G9Z9EVOg4L5zZMS,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",2013-09-03,0,107.99,0.0807,0,262227,0.652,0.0378,0.254,0.663,0.0805,2.59e-06
4KhanrenBxgyXYkFCArMyd,Kisses Down Low,1,Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",2013-01-01,0,137.958,0.0166,0,254867,0.632,0.0682,0.243,0.723,0.104,3.74e-05
5GAlGPZF7BA36HiAZtaPn7,The One,1,Tamar Braxton,1MT1Wz4G9Z9EVOg4L5zZMS,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",2013-09-03,0,96.967,0.0313,0,173093,0.593,0.0329,0.402,0.752,0.0541,0.0
2dDCkXBbVDI4YR21lrQRK6,How Many Drinks? (feat. Kendrick Lamar),2,Miguel,360IAlyVv4PCEVjgyMZrxK,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2013-04-10,1,88.767,0.0033,0,270160,0.425,0.159,0.24,0.6,0.127,4.05e-05
5dzV75f9qVXVvdXLTqIG4L,Primetime (feat. Miguel),2,Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']",2013-09-06,0,123.883,0.0426,1,280080,0.667,0.0339,0.34,0.465,0.465,0.00649
634tM1Us7Z6bsbZhRbrRr2,Kiss Land,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,1,121.886,0.0415,0,455333,0.324,0.109,0.4,0.852,0.0609,0.0
5PUvinSo4MNqW7vmomGRS7,Blurred Lines,3,Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",2013-01-01,0,120.0,0.00412,1,263053,0.861,0.0489,0.881,0.504,0.0783,1.78e-05
7G0PgkkbavF7Rh4zNrUxH0,Guap,1,Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",2013-01-01,1,146.076,0.311,1,271653,0.65,0.172,0.556,0.723,0.412,0.0
0ei3uNcwJOiUocuks1vWcb,Pretty,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,1,125.968,0.0355,0,375400,0.58,0.0394,0.331,0.685,0.315,3.42e-05
7Dx08NB4kG5k7xW3iRc5nM,Right Now,1,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",2013-07-01,1,83.496,0.0122,1,243493,0.408,0.136,0.0525,0.72,0.507,0.0
4QoFwqgLw1CtoeSv6N80mU,3:16AM,1,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2013-01-01,0,150.014,0.279,0,200720,0.602,0.129,0.0464,0.428,0.122,0.0469
3kgqHVqfiabABjaFi9Tnhn,Live For,2,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,1,75.978,0.517,1,222667,0.626,0.112,0.227,0.68,0.114,0.0
6V9TlCdwLeQes4FX5zxz3f,Wanderlust,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,0,115.924,0.0668,0,306773,0.637,0.0435,0.0725,0.652,0.0714,0.175
5ZicFGBDAi9J2YCVesboUp,Professional,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,0,120.092,0.162,0,368720,0.405,0.0615,0.234,0.619,0.0788,0.000334
3WKYPmiPpJas9j5Aari5iK,Love In The Sky,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,1,115.032,0.16,0,267920,0.644,0.0514,0.347,0.736,0.6,0.000156
5P4KMR8aiKtz2WFxNVYChF,Smokin' And Ridin' (feat. Freddie Gibbs & Problem),3,BJ The Chicago Kid,07d5etnpjriczFBB8pxmRe,"['alternative r&b', 'chicago rap', 'hip hop', 'indie soul', 'neo soul', 'r&b', 'underground hip hop']",2013-09-24,1,131.978,0.161,0,212533,0.45,0.256,0.715,0.718,0.323,2.14e-05
5oAOK7xCJD8hzp9PuxjULL,Tears In The Rain,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,0,160.01,0.109,1,444653,0.655,0.0453,0.185,0.636,0.0842,0.237
3eDRjkhT93bg7Kjp66uXPw,About Him,1,Alex Isley,7E2ioKxoxI2J94tUkIx6As,"['alternative r&b', 'chill r&b', 'high vibe', 'indie r&b', 'indie soul', 'neo soul', 'r&b']",2013-08-10,0,83.113,0.77,0,287060,0.718,0.105,0.43,0.236,0.123,0.00497
63lwbZioX7RZzvQ0sJNd7u,Without Me,3,Fantasia,7xAcVHPiirnUqfdqo0USb1,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']",2013-04-22,1,75.014,0.129,0,270787,0.713,0.21,0.555,0.687,0.214,0.0
6AwPKRtPVzzp2CLHYWCcNy,Wanders of the Mind (feat. Mac Miller),2,The Internet,7GN9PivdemQRKjDt4z5Zv8,"['alternative r&b', 'indie soul', 'lgbtq+ hip hop', 'neo soul', 'r&b']",2013-09-20,1,120.188,0.61,0,266413,0.425,0.0384,0.178,0.404,0.0594,0.000181
3HW030T8eqPs8wpsgZqCGM,Q.U.E.E.N. (feat. Erykah Badu),2,Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']",2013-09-06,0,106.028,0.0114,1,310480,0.843,0.0676,0.161,0.433,0.123,8.19e-06
5i70f6KOnmtRCbutYnLvVC,Over Here (feat. Drake),2,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",2013-07-01,1,97.201,0.0384,1,177827,0.794,0.129,0.177,0.592,0.111,1.86e-05
4pHQ9RYFhn3W0ha5KEuMnj,Adaptation,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,0,114.96,0.151,0,283933,0.642,0.0681,0.613,0.79,0.305,0.000583
4pHQ9RYFhn3W0ha5KEuMnj,Adaptation,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,0,114.96,0.151,0,283933,0.642,0.0681,0.613,0.79,0.305,0.000583
6lhqptFlBBIw9crUf1wEcm,In the Morning,1,Urban Mystic,1qn0COtzEiEinZ1xE3yfA0,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",2013-02-26,0,73.432,0.158,0,290427,0.559,0.0301,0.405,0.503,0.0637,0.0
2gOEWbtEzHtpHb9fywSEiw,Professional,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,0,120.087,0.163,0,368720,0.405,0.0618,0.234,0.619,0.0788,0.000322
3b30Kdm3nKrD352zEPCAda,Wanderlust,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,0,115.923,0.0664,0,306773,0.637,0.0435,0.0725,0.652,0.0714,0.177
4TgYcx5TPQF7xC79b6v4hP,Tears In The Rain,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,0,160.01,0.109,1,444653,0.655,0.0452,0.191,0.636,0.0842,0.23
1j0TqbB4ajwaJqyZnEK8kO,Pretty,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,1,126.044,0.0355,0,375400,0.571,0.0397,0.328,0.685,0.315,3.43e-05
31ue6kAOfrqVrdoPdfkq40,Adaptation,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,0,114.96,0.159,0,283933,0.642,0.0688,0.623,0.792,0.305,0.000553
5TiqpChMv5rqzAwfRr8h1Y,Live For,2,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,1,75.983,0.517,1,222667,0.624,0.112,0.227,0.68,0.114,0.0
7fSKE9J3udo8zpq1ceYTEa,Love In The Sky,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,1,115.03,0.16,0,267920,0.645,0.0514,0.347,0.736,0.6,0.000156
3RB6zxrgPQBUxpTtoMW60r,The Town,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,0,139.964,0.366,0,307347,0.625,0.0369,0.191,0.523,0.0826,2.54e-06
7jGr8wzgwOVLuktY66qM5f,The Town,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,0,139.968,0.361,0,307347,0.625,0.0369,0.191,0.524,0.0826,2.67e-06
2scd9lw4ljzDwMfG3WW4gD,Who Do We Think We Are (feat. Rick Ross),2,John Legend,5y2Xq6xcjJb2jVM54GHK3t,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",2013-08-30,0,161.3,0.0283,1,292640,0.477,0.0965,0.581,0.846,0.379,3.84e-06
7mnJgJhtuBEMRNoERn1OOa,The Vapors,2,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2013-01-01,0,147.964,0.0123,0,210773,0.612,0.0606,0.147,0.494,0.102,2.7e-05
3D7izPzeEcz7lBhcCZJccl,Belong To The World,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-09-10,0,121.018,0.00392,0,307173,0.501,0.0578,0.361,0.858,0.119,0.0
0BPWY79wNehGVARtwJawYV,It Is What It Is,1,Blood Orange,6LEeAFiJF8OuPx747e1wxR,"['alternative r&b', 'art pop', 'chillwave', 'escape room', 'indie soul', 'metropopolis']",2013-11-18,0,94.897,0.231,1,307400,0.721,0.0387,0.272,0.648,0.0764,0.0859
19JoqD0UEmqnQ0ynmCAQwp,Bad (feat. Tiara Thomas),2,Wale,67nwj3Y5sZQLl72VNUHEYE,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2013-06-25,1,113.969,0.015,0,255693,0.867,0.0643,0.28,0.638,0.157,0.0
54GF8mtmYowe8JSKbI3viA,Lose to Win,1,Fantasia,7xAcVHPiirnUqfdqo0USb1,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']",2013-04-22,0,102.501,0.0112,1,252173,0.718,0.0497,0.468,0.7,0.0716,0.0
1WCbWyu8mRrOk5Su9yPnkO,Nakamarra,1,Hiatus Kaiyote,43JlwunhXm1oqdKyOa2Z9Y,"['alternative r&b', 'australian r&b', 'indie jazz', 'indie soul', 'neo soul', 'shiver pop']",2013-07-12,0,180.707,0.771,1,274213,0.462,0.264,0.371,0.477,0.108,0.0
2jst5B18Q3PN3rwwIfnAgp,Belong To The World,1,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2013-01-01,0,121.007,0.00392,0,307173,0.503,0.0578,0.361,0.858,0.119,0.0
1kuNRcIImZO3vGTBAwSN06,WTH,2,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['dance pop', 'pop', 'r&b', 'urban contemporary']",2013-01-01,1,89.222,0.321,0,199187,0.412,0.0599,0.464,0.486,0.0947,1.05e-05
4FWFBZNx2RTM45tboF1Lzr,I Don't Want Her (feat. Problem),1,Eric Bellinger,7ibAWtDtmEfaVhc1FJ3Vl9,"['pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",2013-09-17,1,93.99,0.0201,0,194142,0.646,0.0339,0.616,0.712,0.117,0.0
52gvlDnre9craz9dKGObp8,La La La,2,Naughty Boy,1bT7m67vi78r2oqvxrP3X5,"['tropical house', 'uk contemporary r&b', 'uk pop']",2013-01-01,0,124.988,0.112,0,220779,0.754,0.0316,0.254,0.677,0.111,0.0
5y1VXHqmlOKSi6O2rZaYwV,It Won't Stop (feat. Chris Brown) - EP Version,2,Sevyn Streeter,6If57j6e3TXXk0HiLcIZca,"['alternative r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'urban contemporary']",2013-09-10,0,120.025,0.0167,0,281534,0.657,0.0397,0.196,0.569,0.132,0.000131
0wBBEAVHlxjWpBY2SQZOIv,Somebody Else (feat. Nicki Minaj),2,Mario,20s0P9QLxGqKuCsGwFsp7w,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",2013-06-19,1,90.962,0.0829,0,249880,0.699,0.174,0.577,0.811,0.181,0.0
40nSgONZZsJjMNqpDksdOA,Let Me Hit That,2,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,"['pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",2013-01-01,1,136.354,0.0629,1,228360,0.651,0.0835,0.247,0.552,0.248,0.0
6kx16R0LMAyoXDvGqddZFy,LoveHate Thing (feat. Sam Dew),2,Wale,67nwj3Y5sZQLl72VNUHEYE,"['dance pop', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2013-06-25,1,99.954,0.0771,1,267400,0.736,0.169,0.18,0.691,0.0422,0.0
34Dk0bzjsXFDluNOgCwBAM,Ashley,2,Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",2013-01-01,1,117.914,0.0936,0,260320,0.625,0.15,0.39,0.915,0.273,0.0
0wlFXHlZqVaLd6AInYsmhx,Sex on the Ceiling,1,Sevyn Streeter,6If57j6e3TXXk0HiLcIZca,"['alternative r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'urban contemporary']",2013-12-03,1,93.741,0.0168,0,262253,0.552,0.0667,0.306,0.678,0.24,0.00938
4on9QW1gRc1etKGIubQzWn,Know You Better (feat. Fabolous & Pusha T),3,Omarion,0f5nVCcR06GX8Qikz0COtT,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",2013-08-20,1,131.034,0.0366,0,287360,0.78,0.0785,0.532,0.432,0.119,0.0
20Ny7hBWJPYThjqdvC36xS,Downtown,2,August Alsina,19Fi1Rj7kk8kyiwxpXy3yM,"['pop r&b', 'pop rap', 'r&b', 'trap', 'urban contemporary']",2013-01-01,1,117.015,0.107,1,282173,0.73,0.0389,0.283,0.419,0.517,0.0
6nJN1GYIHIdg1HQtrmJsqU,I Hit It First,2,Ray J,6gbGGM0E8Q1hE511psqxL0,"['pop rap', 'r&b', 'urban contemporary']",2013-04-09,1,97.972,0.0194,1,205714,0.647,0.0677,0.508,0.702,0.16,0.0
5gew07PVAeMUISpX213NcD,Age Ain't a Factor,1,Jaheim,4sbB4Yy6Qig51pKCIKSLw3,"['contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",2013-09-03,0,77.548,0.292,1,195952,0.422,0.159,0.469,0.765,0.555,0.0
3dUMuxNadGxCE3qXuhCwqa,Dance Apocalyptic,1,Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']",2013-09-06,0,205.749,0.261,1,205200,0.578,0.243,0.65,0.777,0.223,0.00318
69vzkewKl2LPquyEiqD8BB,Electric Lady (feat. Solange),3,Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']",2013-09-06,0,94.985,0.0173,1,308893,0.621,0.0542,0.451,0.722,0.0808,3.74e-05
34myXXWxLlojxGilznJpVN,Turnt,3,The-Dream,1W3FSF1BLpY3hlVIgvenLz,"['dance pop', 'hip hop', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2013-01-01,1,115.017,0.047,1,226360,0.791,0.133,0.853,0.584,0.24,0.0
0reDnDvkZ0F0ESUPMwKZJj,Best Part of the Day,1,Urban Mystic,1qn0COtzEiEinZ1xE3yfA0,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",2013-02-26,0,114.936,0.527,0,251960,0.705,0.0403,0.544,0.528,0.13,0.0
3cSQybdktA7txXwBNXW80N,Make a Mil,1,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",2013-07-01,1,126.067,0.0344,0,171366,0.64,0.0781,0.368,0.847,0.0781,0.0
517xgrbCjSZVK75Yddxdfm,If I Fall in Love,1,J-Shin,61whxt4O1XSL0DNux0eTtp,"['contemporary r&b', 'urban contemporary']",2013,0,142.629,0.237,0,204147,0.616,0.141,0.423,0.567,0.107,0.0
0iMfAZrgxGf9M2crv0ZoS2,Ballin',1,PARTYNEXTDOOR,2HPaUgqeutzr3jx5a9WyDV,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",2013-07-01,0,105.98,0.101,0,192627,0.632,0.0275,0.0688,0.442,0.118,0.485
